welcome.started,welcome.stopped,ID-Nummer,Alter,Geschlecht (optional),date,expName,psychopyVersion,OS,frameRate,participant,load_guess_conditions.started,load_guess_conditions.stopped,guess_conditions.thisRepN,guess_conditions.thisTrialN,guess_conditions.thisN,guess_conditions.thisIndex,guess_conditions.ran,guess_trial,randomizer,instructions1.started,instructions1.stopped,instruction1_key.keys,instruction1_key.rt,instruction1_key.duration
,,341028,21,weiblich,2024-12-13_18h08.05.692,guess,2024.2.4,Win32,30.3030303,4088,3.0478,3.0478,0,17,17,29,1,Guess,0.671992113,,,,,
,,341028,21,weiblich,2024-12-13_18h08.05.692,guess,2024.2.4,Win32,30.3030303,4088,3.0481,3.0481,0,18,18,33,1,Guess,0.893806662,,,,,
,,341028,21,weiblich,2024-12-13_18h08.05.692,guess,2024.2.4,Win32,30.3030303,4088,3.0483,3.0483,0,19,19,14,1,Read,0.118489356,,,,,
,,341028,21,weiblich,2024-12-13_18h08.05.692,guess,2024.2.4,Win32,30.3030303,4088,3.0485,3.0485,0,20,20,3,1,Guess,0.256354522,,,,,
,,341028,21,weiblich,2024-12-13_18h08.05.692,guess,2024.2.4,Win32,30.3030303,4088,3.0488,3.0488,0,21,21,5,1,Guess,0.01873447,,,,,
,,341028,21,weiblich,2024-12-13_18h08.05.692,guess,2024.2.4,Win32,30.3030303,4088,3.049,3.049,0,22,22,0,1,Read,0.51513309,,,,,
,,341028,21,weiblich,2024-12-13_18h08.05.692,guess,2024.2.4,Win32,30.3030303,4088,3.0493,3.0493,0,23,23,32,1,Read,0.436678806,,,,,
,,341028,21,weiblich,2024-12-13_18h08.05.692,guess,2024.2.4,Win32,30.3030303,4088,3.0495,3.0495,0,24,24,31,1,Guess,0.092580742,,,,,
,,341028,21,weiblich,2024-12-13_18h08.05.692,guess,2024.2.4,Win32,30.3030303,4088,3.0499,3.0499,0,25,25,23,1,Guess,0.781440522,,,,,
,,341028,21,weiblich,2024-12-13_18h08.05.692,guess,2024.2.4,Win32,30.3030303,4088,3.0501,3.0501,0,26,26,36,1,Read,0.314840019,,,,,
,,341028,21,weiblich,2024-12-13_18h08.05.692,guess,2024.2.4,Win32,30.3030303,4088,3.0502,3.0502,0,27,27,9,1,Guess,0.481509697,,,,,
,,341028,21,weiblich,2024-12-13_18h08.05.692,guess,2024.2.4,Win32,30.3030303,4088,3.0504,3.0505,0,28,28,6,1,Read,0.777201569,,,,,
,,341028,21,weiblich,2024-12-13_18h08.05.692,guess,2024.2.4,Win32,30.3030303,4088,3.0506,3.0507,0,29,29,22,1,Read,0.483519141,,,,,
,,341028,21,weiblich,2024-12-13_18h08.05.692,guess,2024.2.4,Win32,30.3030303,4088,3.0509,3.051,0,30,30,27,1,Guess,0.681161334,,,,,
,,341028,21,weiblich,2024-12-13_18h08.05.692,guess,2024.2.4,Win32,30.3030303,4088,3.0512,3.0512,0,31,31,4,1,Read,0.640402041,,,,,
,,341028,21,weiblich,2024-12-13_18h08.05.692,guess,2024.2.4,Win32,30.3030303,4088,3.0513,3.0513,0,32,32,30,1,Read,0.191181817,,,,,
,,341028,21,weiblich,2024-12-13_18h08.05.692,guess,2024.2.4,Win32,30.3030303,4088,3.0514,3.0515,0,33,33,24,1,Read,0.036047544,,,,,
,,341028,21,weiblich,2024-12-13_18h08.05.692,guess,2024.2.4,Win32,30.3030303,4088,3.0518,3.0518,0,34,34,28,1,Read,0.516277429,,,,,
,,341028,21,weiblich,2024-12-13_18h08.05.692,guess,2024.2.4,Win32,30.3030303,4088,3.0521,3.0521,0,35,35,18,1,Read,0.67780954,,,,,
,,341028,21,weiblich,2024-12-13_18h08.05.692,guess,2024.2.4,Win32,30.3030303,4088,3.0523,3.0523,0,36,36,10,1,Read,0.613164444,,,,,
,,341028,21,weiblich,2024-12-13_18h08.05.692,guess,2024.2.4,Win32,30.3030303,4088,3.0525,3.0525,0,37,37,34,1,Read,0.112797892,,,,,
,,341028,21,weiblich,2024-12-13_18h08.05.692,guess,2024.2.4,Win32,30.3030303,4088,3.0528,3.0528,0,38,38,2,1,Read,0.02347598,,,,,
,,341028,21,weiblich,2024-12-13_18h08.05.692,guess,2024.2.4,Win32,30.3030303,4088,,,,,,,,,,3.0532,3.5291,space,0.4146,
