welcome.started,welcome.stopped,ID-Nummer,Alter,Geschlecht (optional),date,expName,psychopyVersion,OS,frameRate,participant,load_guess_conditions.started,load_guess_conditions.stopped,guess_conditions.thisRepN,guess_conditions.thisTrialN,guess_conditions.thisN,guess_conditions.thisIndex,guess_conditions.ran,guess_trial,randomizer,instructions1.started,instructions1.stopped,instruction1_key.keys,instruction1_key.rt,instruction1_key.duration
,,439685,20,,2024-12-12_17h51.34.111,guess,2024.2.4,Win32,60.16847172,2450,3.034,3.034,0,23,23,9,1,Guess,0.481509697,,,,,
,,439685,20,,2024-12-12_17h51.34.111,guess,2024.2.4,Win32,60.16847172,2450,3.034,3.035,0,24,24,36,1,Read,0.314840019,,,,,
,,439685,20,,2024-12-12_17h51.34.111,guess,2024.2.4,Win32,60.16847172,2450,3.035,3.035,0,25,25,14,1,Read,0.118489356,,,,,
,,439685,20,,2024-12-12_17h51.34.111,guess,2024.2.4,Win32,60.16847172,2450,3.035,3.035,0,26,26,15,1,Guess,0.075947494,,,,,
,,439685,20,,2024-12-12_17h51.34.111,guess,2024.2.4,Win32,60.16847172,2450,3.035,3.035,0,27,27,2,1,Read,0.02347598,,,,,
,,439685,20,,2024-12-12_17h51.34.111,guess,2024.2.4,Win32,60.16847172,2450,3.035,3.035,0,28,28,26,1,Read,0.055311196,,,,,
,,439685,20,,2024-12-12_17h51.34.111,guess,2024.2.4,Win32,60.16847172,2450,3.035,3.035,0,29,29,33,1,Guess,0.893806662,,,,,
,,439685,20,,2024-12-12_17h51.34.111,guess,2024.2.4,Win32,60.16847172,2450,3.035,3.035,0,30,30,7,1,Guess,0.644792097,,,,,
,,439685,20,,2024-12-12_17h51.34.111,guess,2024.2.4,Win32,60.16847172,2450,3.035,3.035,0,31,31,35,1,Guess,0.257554014,,,,,
,,439685,20,,2024-12-12_17h51.34.111,guess,2024.2.4,Win32,60.16847172,2450,3.036,3.036,0,32,32,21,1,Guess,0.38751911,,,,,
,,439685,20,,2024-12-12_17h51.34.111,guess,2024.2.4,Win32,60.16847172,2450,3.036,3.036,0,33,33,34,1,Read,0.112797892,,,,,
,,439685,20,,2024-12-12_17h51.34.111,guess,2024.2.4,Win32,60.16847172,2450,3.036,3.036,0,34,34,5,1,Guess,0.01873447,,,,,
,,439685,20,,2024-12-12_17h51.34.111,guess,2024.2.4,Win32,60.16847172,2450,3.036,3.036,0,35,35,18,1,Read,0.67780954,,,,,
,,439685,20,,2024-12-12_17h51.34.111,guess,2024.2.4,Win32,60.16847172,2450,3.036,3.036,0,36,36,27,1,Guess,0.681161334,,,,,
,,439685,20,,2024-12-12_17h51.34.111,guess,2024.2.4,Win32,60.16847172,2450,3.037,3.037,0,37,37,24,1,Read,0.036047544,,,,,
,,439685,20,,2024-12-12_17h51.34.111,guess,2024.2.4,Win32,60.16847172,2450,3.037,3.037,0,38,38,31,1,Guess,0.092580742,,,,,
,,439685,20,,2024-12-12_17h51.34.111,guess,2024.2.4,Win32,60.16847172,2450,,,,,,,,,,3.037,3.135,space,0.029,
